group,target,predictor,pearson,spearman,abs_spearman,n
AMPA_NMDA/none,Gamma_h_to_s,membrane_area_um2,-0.48525093632367833,-0.1803217104292599,0.1803217104292599,13
AMPA_NMDA/none,Gamma_h_to_s,dendritic_capacitance_pF,-0.48525093632367833,-0.1803217104292599,0.1803217104292599,13
AMPA_NMDA/none,Gamma_h_to_s,active_profile_channel_count,nan,nan,nan,13
AMPA_NMDA/none,A_h_mV,R_neck_Mohm,0.8888475744743447,0.7526616576992015,0.7526616576992015,13
AMPA_NMDA/none,A_h_mV,R_in_d_Mohm,0.6919307814339435,0.6805791871876113,0.6805791871876113,13
AMPA_NMDA/none,A_h_mV,SMI,0.6256308404382135,0.23745332785615988,0.23745332785615988,13
AMPA_NMDA/none,A_h_mV,Zin_50Hz_Mohm,0.7693393766316886,0.6750234387207737,0.6750234387207737,13
AMPA_NMDA/none,A_h_mV,transfer_gain_50Hz,-0.6313527931445171,-0.6750234387207737,0.6750234387207737,13
AMPA_NMDA/none,A_h_mV,electrotonic_distance_50Hz,0.7201520694486787,0.6750234387207737,0.6750234387207737,13
AMPA_NMDA/none,A_h_mV,active_frozen_Zin_50Hz_Mohm,0.7693393766316886,0.6750234387207737,0.6750234387207737,13
AMPA_NMDA/none,A_h_mV,active_frozen_transfer_gain_50Hz,-0.6313527931445171,-0.6750234387207737,0.6750234387207737,13
AMPA_NMDA/none,A_h_mV,path_length_um,0.5870344284809744,0.6521635193858233,0.6521635193858233,13
AMPA_NMDA/none,A_h_mV,branch_order,0.35757461229311305,0.399411036475085,0.399411036475085,13
AMPA_NMDA/none,A_h_mV,membrane_area_um2,0.40124459896469633,0.14125200650292025,0.14125200650292025,13
AMPA_NMDA/none,A_h_mV,dendritic_capacitance_pF,0.40124459896469633,0.14125200650292025,0.14125200650292025,13
AMPA_NMDA/none,A_h_mV,active_profile_channel_count,nan,nan,nan,13
AMPA_NMDA/none,local_voltage_isolation,R_neck_Mohm,0.7455969234435834,0.7526616576992015,0.7526616576992015,13
AMPA_NMDA/none,local_voltage_isolation,R_in_d_Mohm,-0.2641295007489654,-0.4666828712143621,0.4666828712143621,13
AMPA_NMDA/none,local_voltage_isolation,SMI,0.9555283516319901,0.9637811542397078,0.9637811542397078,13
AMPA_NMDA/none,local_voltage_isolation,Zin_50Hz_Mohm,-0.2592012002497629,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,local_voltage_isolation,transfer_gain_50Hz,0.41915434513338096,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,local_voltage_isolation,electrotonic_distance_50Hz,-0.3430164577898985,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,local_voltage_isolation,active_frozen_Zin_50Hz_Mohm,-0.2592012002497629,-0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,local_voltage_isolation,active_frozen_transfer_gain_50Hz,0.41915434513338096,0.3833466442117974,0.3833466442117974,13
AMPA_NMDA/none,local_voltage_isolation,path_length_um,-0.3394562363572326,-0.3366005261346185,0.3366005261346185,13
AMPA_NMDA/none,local_voltage_isolation,branch_order,0.031375037309043265,-0.057058719496440716,0.057058719496440716,13
AMPA_NMDA/none,local_voltage_isolation,membrane_area_um2,-0.19253522031412817,-0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/none,local_voltage_isolation,dendritic_capacitance_pF,-0.19253522031412798,-0.2584611182819392,0.2584611182819392,13
AMPA_NMDA/none,local_voltage_isolation,active_profile_channel_count,nan,nan,nan,13
