scenario,protocol,baseline_protocol,R_neck_Mohm_value,R_neck_Mohm_baseline,R_neck_Mohm_delta,R_neck_Mohm_relative_delta,R_in_d_Mohm_value,R_in_d_Mohm_baseline,R_in_d_Mohm_delta,R_in_d_Mohm_relative_delta,SMI_value,SMI_baseline,SMI_delta,SMI_relative_delta,A_h_mV_value,A_h_mV_baseline,A_h_mV_delta,A_h_mV_relative_delta,Gamma_h_to_d_value,Gamma_h_to_d_baseline,Gamma_h_to_d_delta,Gamma_h_to_d_relative_delta,Gamma_h_to_s_value,Gamma_h_to_s_baseline,Gamma_h_to_s_delta,Gamma_h_to_s_relative_delta,local_voltage_isolation_value,local_voltage_isolation_baseline,local_voltage_isolation_delta,local_voltage_isolation_relative_delta,latency_head_ms_value,latency_head_ms_baseline,latency_head_ms_delta,latency_head_ms_relative_delta,half_width_head_ms_value,half_width_head_ms_baseline,half_width_head_ms_delta,half_width_head_ms_relative_delta,head_voltage_integral_mV_ms_value,head_voltage_integral_mV_ms_baseline,head_voltage_integral_mV_ms_delta,head_voltage_integral_mV_ms_relative_delta,soma_voltage_integral_mV_ms_value,soma_voltage_integral_mV_ms_baseline,soma_voltage_integral_mV_ms_delta,soma_voltage_integral_mV_ms_relative_delta,driving_force_reduction_mV_value,driving_force_reduction_mV_baseline,driving_force_reduction_mV_delta,driving_force_reduction_mV_relative_delta,active_frozen_Zin_50Hz_Mohm_value,active_frozen_Zin_50Hz_Mohm_baseline,active_frozen_Zin_50Hz_Mohm_delta,active_frozen_Zin_50Hz_Mohm_relative_delta
potassium_loss_of_function,clustered_synchronous,clustered_synchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,60.50433181393335,59.702918767657934,0.8014130462754139,0.013423347849947207,0.9823608539058428,0.9822011309892708,0.00015972291657206927,0.00016261732096683367,0.0600175706245712,0.0581499309241963,0.0018676397003749012,0.032117659826793925,0.017639146094157176,0.017798869010729246,-0.00015972291657206927,-0.008973767741972116,2.3800000000000003,2.360000000000001,0.01999999999999913,0.008474576271186068,3.4600000000000013,3.360000000000002,0.0999999999999992,0.029761904761904507,381.7718696859407,363.13626794668085,18.63560173925987,0.05131848119889839,119.54890427323394,113.3917445942175,6.157159679016445,0.054299893709638135,60.50433181393335,59.702918767657934,0.8014130462754139,0.013423347849947207,259.77830053832946,259.6365112515621,0.1417892867673345,0.000546106886446162
potassium_loss_of_function,clustered_asynchronous,clustered_asynchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,43.553181640500966,41.31500743860002,2.2381742019009465,0.05417339462487552,0.985910833704593,0.9862434102722649,-0.00033257656767193833,-0.0003372155029964929,0.0852936944932784,0.08564151653761283,-0.00034782204433443653,-0.004061371848566891,0.014089166295407018,0.01375658972773508,0.00033257656767193833,0.02417580041668471,6.800000000000001,6.820000000000003,-0.020000000000002238,-0.002932551319648421,3.66,3.66,0.0,0.0,388.081351157881,369.18218329196657,18.89916786591442,0.05119198249870058,119.395399940732,113.20356352104199,6.19183641969002,0.054696479749412635,43.553181640500966,41.31500743860002,2.2381742019009465,0.05417339462487552,259.77830053832946,259.6365112515621,0.1417892867673345,0.000546106886446162
increased_exc_synaptic_strength,isolated_single_spine,isolated_single_spine,16.578639905405762,16.578639905405762,0.0,0.0,309.9272163134145,309.9272163134145,0.0,0.0,0.053492042753162355,0.053492042753162355,0.0,0.0,19.417671948007634,13.92559127507375,5.492080672933884,0.39438761087039004,0.9117757829787471,0.9103984742080835,0.0013773087706635545,0.0015128636632015626,0.0880057457696568,0.08597229816228749,0.0020334476073693153,0.02365235838561432,0.08822421702125294,0.08960152579191649,-0.0013773087706635545,-0.015371487912628939,1.2200000000000024,1.1800000000000006,0.04000000000000181,0.03389830508474728,4.2200000000000015,4.08,0.14000000000000146,0.034313725490196435,160.94952822653553,111.93515105299701,49.01437717353852,0.43788190494630314,58.77801429223511,41.22183895055055,17.556175341684565,0.4258950058667892,19.417671948007634,13.92559127507375,5.492080672933884,0.39438761087039004,165.66902520272018,165.66902520272018,0.0,0.0
increased_exc_synaptic_strength,clustered_synchronous,clustered_synchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,64.4452895266238,59.702918767657934,4.742370758965862,0.07943281261375923,0.9822827345555891,0.9822011309892708,8.160356631836674e-05,8.308233796898178e-05,0.05944625700538517,0.0581499309241963,0.0012963260811888686,0.022292822374608612,0.01771726544441088,0.017798869010729246,-8.160356631836674e-05,-0.004584761327766146,1.8799999999999997,2.360000000000001,-0.48000000000000154,-0.20338983050847512,3.3800000000000012,3.360000000000002,0.01999999999999913,0.005952380952380689,432.4346052870811,363.13626794668085,69.29833734040028,0.1908328731036453,132.61706375366532,113.3917445942175,19.22531915944782,0.1695477852311678,64.4452895266238,59.702918767657934,4.742370758965862,0.07943281261375923,259.6365112515621,259.6365112515621,0.0,0.0
increased_exc_synaptic_strength,clustered_asynchronous,clustered_asynchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,41.31970596236737,41.31500743860002,0.004698523767352469,0.00011372438391388756,0.9820942370933889,0.9862434102722649,-0.004149173178875976,-0.004207047809557018,0.10155333021822555,0.08564151653761283,0.015911813680612716,0.18579556182455526,0.017905762906611056,0.01375658972773508,0.004149173178875976,0.30161350022023997,4.540000000000003,6.820000000000003,-2.2800000000000002,-0.33431085043988257,7.440000000000002,3.66,3.780000000000002,1.0327868852459021,477.2117395134074,369.18218329196657,108.02955622144083,0.292618552873138,142.32054397440592,113.20356352104199,29.116980453363936,0.2572090449074224,41.31970596236737,41.31500743860002,0.004698523767352469,0.00011372438391388756,259.6365112515621,259.6365112515621,0.0,0.0
increased_nmda_contribution,isolated_single_spine,isolated_single_spine,16.578639905405762,16.578639905405762,0.0,0.0,309.9272163134145,309.9272163134145,0.0,0.0,0.053492042753162355,0.053492042753162355,0.0,0.0,14.073872426466467,13.92559127507375,0.1482811513927178,0.010648104519492477,0.9104940897700227,0.9103984742080835,9.561556193915521e-05,0.00010502605688385745,0.08856430793468288,0.08597229816228749,0.00259200977239539,0.03014936005901024,0.08950591022997734,0.08960152579191649,-9.561556193915521e-05,-0.0010671197961651371,1.1999999999999997,1.1800000000000006,0.01999999999999913,0.016949152542372135,4.2200000000000015,4.08,0.14000000000000146,0.034313725490196435,126.56448023074472,111.93515105299701,14.629329177747707,0.13069468384262312,45.473094556913,41.22183895055055,4.251255606362449,0.10313114879377962,14.073872426466467,13.92559127507375,0.1482811513927178,0.010648104519492477,165.66902520272018,165.66902520272018,0.0,0.0
increased_nmda_contribution,clustered_synchronous,clustered_synchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,60.64566959971304,59.702918767657934,0.9427508320551041,0.015790699207252294,0.9821142755129866,0.9822011309892708,-8.685547628417556e-05,-8.842941994649804e-05,0.05879236611303556,0.0581499309241963,0.0006424351888392604,0.011047909750344035,0.01788572448701342,0.017798869010729246,8.685547628417556e-05,0.00487983119780356,2.3200000000000025,2.360000000000001,-0.0399999999999987,-0.016949152542372323,3.3800000000000012,3.360000000000002,0.01999999999999913,0.005952380952380689,415.9708578381757,363.13626794668085,52.83458989149483,0.1454952164107511,125.72543942636642,113.3917445942175,12.333694832148922,0.10877065941869182,60.64566959971304,59.702918767657934,0.9427508320551041,0.015790699207252294,259.6365112515621,259.6365112515621,0.0,0.0
increased_nmda_contribution,clustered_asynchronous,clustered_asynchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,44.238234190528956,41.31500743860002,2.9232267519289366,0.0707545982237391,0.9851750688208882,0.9862434102722649,-0.0010683414513766865,-0.0010832431834264498,0.08374556888688468,0.08564151653761283,-0.001895947650728147,-0.022138183995089194,0.014824931179111767,0.01375658972773508,0.0010683414513766865,0.07766034115437569,6.700000000000001,6.820000000000003,-0.12000000000000188,-0.017595307917888832,3.58,3.66,-0.08000000000000007,-0.021857923497267777,424.29567585121094,369.18218329196657,55.11349255924438,0.14928535301406473,126.13447796958832,113.20356352104199,12.930914448546332,0.11422709715443513,44.238234190528956,41.31500743860002,2.9232267519289366,0.0707545982237391,259.6365112515621,259.6365112515621,0.0,0.0
increased_clustering_synchrony,isolated_single_spine,isolated_single_spine,16.578639905405762,16.578639905405762,0.0,0.0,309.9272163134145,309.9272163134145,0.0,0.0,0.053492042753162355,0.053492042753162355,0.0,0.0,16.749133263118146,13.92559127507375,2.823541988044397,0.2027592173481656,0.9109505385107545,0.9103984742080835,0.0005520643026709626,0.0006063985368068412,0.08698067295340796,0.08597229816228749,0.0010083747911204671,0.011729066369925186,0.08904946148924553,0.08960152579191649,-0.0005520643026709626,-0.006161327028660574,1.1999999999999997,1.1800000000000006,0.01999999999999913,0.016949152542372135,4.1400000000000015,4.08,0.060000000000001386,0.014705882352941516,136.74030431809626,111.93515105299701,24.80515326509925,0.22160289267269545,50.11152561164391,41.22183895055055,8.889686661093364,0.21565478123761958,16.749133263118146,13.92559127507375,2.823541988044397,0.2027592173481656,165.66902520272018,165.66902520272018,0.0,0.0
increased_clustering_synchrony,clustered_synchronous,clustered_synchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,62.656149834405134,59.702918767657934,2.9532310667472004,0.049465438670429206,0.9822286667616585,0.9822011309892708,2.7535772387787816e-05,2.803475939806122e-05,0.05822989902057115,0.0581499309241963,7.996809637485225e-05,0.001375205354570376,0.017771333238341458,0.017798869010729246,-2.7535772387787816e-05,-0.0015470518026279713,2.0600000000000027,2.360000000000001,-0.2999999999999985,-0.1271186440677959,3.3399999999999994,3.360000000000002,-0.020000000000002682,-0.0059523809523817466,398.5382508571822,363.13626794668085,35.401982910501374,0.09748952675721015,123.27346017668683,113.3917445942175,9.881715582469326,0.0871466932432509,62.656149834405134,59.702918767657934,2.9532310667472004,0.049465438670429206,259.6365112515621,259.6365112515621,0.0,0.0
increased_clustering_synchrony,clustered_asynchronous,clustered_asynchronous,16.578639905405762,16.578639905405762,0.0,0.0,418.829873107371,418.829873107371,0.0,0.0,0.039583231688814315,0.039583231688814315,0.0,0.0,43.14337872800189,41.31500743860002,1.828371289401872,0.04425441026772395,0.9874697470527275,0.9862434102722649,0.001226336780462578,0.0012434423061179515,0.08919420812633608,0.08564151653761283,0.0035526915887232474,0.04148328675570503,0.012530252947272502,0.01375658972773508,-0.001226336780462578,-0.08914540629136616,6.12,6.820000000000003,-0.7000000000000028,-0.10263929618768365,6.8999999999999995,3.66,3.2399999999999993,0.885245901639344,419.7065141077291,369.18218329196657,50.52433081576254,0.13685473758576677,127.24180649040223,113.20356352104199,14.03824296936024,0.12400884329715335,43.14337872800189,41.31500743860002,1.828371289401872,0.04425441026772395,259.6365112515621,259.6365112515621,0.0,0.0
combined_restrained_epileptogenesis,isolated_single_spine,isolated_single_spine,23.537575174341516,16.578639905405762,6.958935268935754,0.41975308641975323,309.9048898289633,309.9272163134145,-0.02232648445118457,-7.20378310648487e-05,0.0759509641404236,0.053492042753162355,0.022458921387261244,0.41985536972101356,18.008936869141,13.92559127507375,4.08334559406725,0.2932260119809975,0.8784803334017078,0.9103984742080835,-0.03191814080637567,-0.035059528009578324,0.08595439161342722,0.08597229816228749,-1.7906548860274762e-05,-0.00020828277530133107,0.12151966659829216,0.08960152579191649,0.03191814080637567,0.3562231839723337,1.2200000000000024,1.1800000000000006,0.04000000000000181,0.03389830508474728,4.299999999999998,4.08,0.21999999999999797,0.053921568627450484,158.5790405723381,111.93515105299701,46.64388951934109,0.41670457475200967,55.14038389852864,41.22183895055055,13.918544947978091,0.33764978230773957,18.008936869141,13.92559127507375,4.08334559406725,0.2932260119809975,165.8238015633746,165.66902520272018,0.15477636065440947,0.0009342504458212273
combined_restrained_epileptogenesis,clustered_synchronous,clustered_synchronous,23.537575174341516,16.578639905405762,6.958935268935754,0.41975308641975323,418.7679162988782,418.829873107371,-0.06195680849276641,-0.00014792834148409276,0.056206729929000936,0.039583231688814315,0.01662349824018662,0.41996313921190515,64.59305775026917,59.702918767657934,4.890138982611234,0.08190787123225712,0.9752220180771761,0.9822011309892708,-0.006979112912094632,-0.007105584275865458,0.06053864088833897,0.0581499309241963,0.0023887099641426712,0.041078466064844874,0.024777981922823877,0.017798869010729246,0.006979112912094632,0.39210990922443373,2.0000000000000018,2.360000000000001,-0.35999999999999943,-0.1525423728813556,3.4999999999999996,3.360000000000002,0.13999999999999746,0.04166666666666589,474.43569740242003,363.13626794668085,111.29942945573919,0.30649494220192086,140.64412869506438,113.3917445942175,27.252384100846882,0.24033834383950944,64.59305775026917,59.702918767657934,4.890138982611234,0.08190787123225712,260.0777333295314,259.6365112515621,0.4412220779692575,0.0016993837879055343
combined_restrained_epileptogenesis,clustered_asynchronous,clustered_asynchronous,23.537575174341516,16.578639905405762,6.958935268935754,0.41975308641975323,418.7679162988782,418.829873107371,-0.06195680849276641,-0.00014792834148409276,0.056206729929000936,0.039583231688814315,0.01662349824018662,0.41996313921190515,46.01983175924761,41.31500743860002,4.704824320647589,0.11387688426874006,0.9818111251196296,0.9862434102722649,-0.0044322851526352736,-0.004494108763080795,0.09080926441981307,0.08564151653761283,0.005167747882200244,0.06034162040942636,0.018188874880370354,0.01375658972773508,0.0044322851526352736,0.32219359887568705,5.78,6.820000000000003,-1.0400000000000027,-0.15249266862170122,6.8999999999999995,3.66,3.2399999999999993,0.885245901639344,503.23237313848097,369.18218329196657,134.0501898465144,0.36310037676033036,145.96216747497323,113.20356352104199,32.75860395393124,0.2893778511472579,46.01983175924761,41.31500743860002,4.704824320647589,0.11387688426874006,260.0777333295314,259.6365112515621,0.4412220779692575,0.0016993837879055343
alternative_direction_conflicting,isolated_single_spine,isolated_single_spine,12.331219764351397,16.578639905405762,-4.247420141054365,-0.2561983471074378,309.9272163134145,309.9272163134145,0.0,0.0,0.039787469816401765,0.053492042753162355,-0.013704572936760591,-0.2561983471074378,12.4667337703269,13.92559127507375,-1.4588575047468488,-0.10476090213549104,0.9316733962190176,0.9103984742080835,0.02127492201093406,0.023368802358154434,0.08822645449287335,0.08597229816228749,0.0022541563305858575,0.02621956582259497,0.06832660378098243,0.08960152579191649,-0.02127492201093406,-0.23743928267852557,1.1800000000000006,1.1800000000000006,0.0,0.0,4.060000000000001,4.08,-0.019999999999998685,-0.004901960784313404,100.93461144795171,111.93515105299701,-11.000539605045304,-0.09827600625505896,38.469793798841394,41.22183895055055,-2.7520451517091544,-0.06676182387230443,12.4667337703269,13.92559127507375,-1.4588575047468488,-0.10476090213549104,165.546644775534,165.66902520272018,-0.12238042718618658,-0.0007387043355656635
alternative_direction_conflicting,clustered_synchronous,clustered_synchronous,12.331219764351397,16.578639905405762,-4.247420141054365,-0.2561983471074378,418.829873107371,418.829873107371,0.0,0.0,0.02944207315696933,0.039583231688814315,-0.010141158531844986,-0.2561983471074379,57.17924163330147,59.702918767657934,-2.5236771343564612,-0.042270582183388646,0.9867006496961029,0.9822011309892708,0.004499518706832184,0.004581056328351281,0.05935702882549008,0.0581499309241963,0.00120709790129378,0.020758372058383722,0.013299350303897062,0.017798869010729246,-0.004499518706832184,-0.25279801228492954,2.5400000000000005,2.360000000000001,0.17999999999999927,0.07627118644067762,3.4199999999999995,3.360000000000002,0.05999999999999739,0.01785714285714207,344.07981183493524,363.13626794668085,-19.056456111745604,-0.05247742457534882,109.75600255092081,113.3917445942175,-3.6357420432966876,-0.032063551507276966,57.17924163330147,59.702918767657934,-2.5236771343564612,-0.042270582183388646,259.2869546496372,259.6365112515621,-0.3495566019249168,-0.0013463306845400915
alternative_direction_conflicting,clustered_asynchronous,clustered_asynchronous,12.331219764351397,16.578639905405762,-4.247420141054365,-0.2561983471074378,418.829873107371,418.829873107371,0.0,0.0,0.02944207315696933,0.039583231688814315,-0.010141158531844986,-0.2561983471074379,35.68096460865577,41.31500743860002,-5.634042829944249,-0.13636794906347866,0.9899648529139267,0.9862434102722649,0.003721442641661743,0.003773351084428936,0.09176263460217131,0.08564151653761283,0.006121118064558478,0.07147372339991374,0.010035147086073337,0.01375658972773508,-0.003721442641661743,-0.2705207260894631,7.120000000000001,6.820000000000003,0.29999999999999805,0.043988269794721105,4.0,3.66,0.33999999999999986,0.09289617486338794,336.28589830690123,369.18218329196657,-32.896284985065336,-0.08910583032943768,105.03901523282985,113.20356352104199,-8.164548288212131,-0.07212271446467784,35.68096460865577,41.31500743860002,-5.634042829944249,-0.13636794906347866,259.2869546496372,259.6365112515621,-0.3495566019249168,-0.0013463306845400915
