target,target_family,regime,predictor,predictor_family,n_rows,spearman,abs_spearman,pearson,monotonic_direction
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,SMI,ratio,3584,-0.948575698179522,0.948575698179522,-0.7940306863828822,negative
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,Gamma_divider,analytic_divider,3584,0.9485756522457683,0.9485756522457683,0.9381057409766167,positive
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,R_neck_Mohm,component,3576,-0.9158558031874885,0.9158558031874885,-0.7078660595292455,negative
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,R_in_d_Mohm,component,3580,0.12306110740399971,0.12306110740399971,0.34110877677545975,positive
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,log10_R_neck_Mohm,component_log,3576,-0.9158558031874885,0.9158558031874885,-0.7188947960392517,negative
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,log10_R_in_d_Mohm,component_log,3580,0.12306110740399971,0.12306110740399971,0.4211358543237852,positive
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,Zin_Mohm,impedance,3143,-0.028117861639688293,0.028117861639688293,-0.24287846302550203,negative
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,Ztransfer_Mohm,impedance,3096,0.05184761984837162,0.05184761984837162,0.05958365464164746,positive
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,transfer_gain,impedance,3143,0.08255665032006046,0.08255665032006046,-0.018383880973921442,positive
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,dynamic_SMI_abs,dynamic_ratio,3072,-0.9991379526954228,0.9991379526954228,-0.9946968884601818,negative
observed_Gamma_h_to_d,local_transfer,all_nonexploratory,synaptic_conductance_scale,synaptic,3072,0.0026983245076933533,0.0026983245076933533,0.009440283207408395,positive
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,SMI,ratio,47,-0.9249061498523895,0.9249061498523895,-0.9445941309767153,negative
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,Gamma_divider,analytic_divider,47,0.9249061498523895,0.9249061498523895,0.9560116043878469,positive
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,R_neck_Mohm,component,47,-0.7565491630938964,0.7565491630938964,-0.7189357759320255,negative
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,R_in_d_Mohm,component,47,0.4038999765276994,0.4038999765276994,0.3110170924095389,positive
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,log10_R_neck_Mohm,component_log,47,-0.7565491630938964,0.7565491630938964,-0.7907147774458384,negative
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,log10_R_in_d_Mohm,component_log,47,0.4038999765276994,0.4038999765276994,0.34593306442445687,positive
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,Zin_Mohm,impedance,47,0.38032057040453143,0.38032057040453143,0.30881253492123034,positive
observed_Gamma_h_to_d,local_transfer,active_nonlinear_challenge,transfer_gain,impedance,47,-0.38032057040453143,0.38032057040453143,-0.4360905615026218,negative
observed_Gamma_h_to_d,local_transfer,baseline_reference_targets,SMI,ratio,3,-1.0,1.0,-0.9829858312888933,negative
observed_Gamma_h_to_d,local_transfer,baseline_reference_targets,Gamma_divider,analytic_divider,3,1.0,1.0,0.9950189457088496,positive
observed_Gamma_h_to_d,local_transfer,baseline_reference_targets,R_neck_Mohm,component,3,-1.0,1.0,-0.9829858312888933,negative
observed_Gamma_h_to_d,local_transfer,baseline_reference_targets,R_in_d_Mohm,component,3,,,,undefined
observed_Gamma_h_to_d,local_transfer,baseline_reference_targets,log10_R_neck_Mohm,component_log,3,-1.0,1.0,-0.9609719335912311,negative
observed_Gamma_h_to_d,local_transfer,baseline_reference_targets,log10_R_in_d_Mohm,component_log,3,,,,undefined
observed_Gamma_h_to_d,local_transfer,exploratory_matched_baseline_comparisons,SMI,ratio,27,-0.8444318366114655,0.8444318366114655,-0.7231737854123367,negative
observed_Gamma_h_to_d,local_transfer,exploratory_matched_baseline_comparisons,Gamma_divider,analytic_divider,27,0.8444318366114655,0.8444318366114655,0.7228539040369859,positive
observed_Gamma_h_to_d,local_transfer,exploratory_matched_baseline_comparisons,R_neck_Mohm,component,27,-0.4551465905871698,0.4551465905871698,-0.23629672656676906,negative
observed_Gamma_h_to_d,local_transfer,exploratory_matched_baseline_comparisons,R_in_d_Mohm,component,27,0.8535247333498628,0.8535247333498628,0.9499244773900725,positive
observed_Gamma_h_to_d,local_transfer,exploratory_matched_baseline_comparisons,log10_R_neck_Mohm,component_log,27,-0.4551465905871698,0.4551465905871698,-0.23500386711696042,negative
observed_Gamma_h_to_d,local_transfer,exploratory_matched_baseline_comparisons,log10_R_in_d_Mohm,component_log,27,0.8535247333498628,0.8535247333498628,0.9499249190747926,positive
observed_Gamma_h_to_d,local_transfer,exploratory_mechanistic_decomposition,SMI,ratio,8,-0.8455943246644705,0.8455943246644705,-0.9996614227026418,negative
observed_Gamma_h_to_d,local_transfer,exploratory_mechanistic_decomposition,Gamma_divider,analytic_divider,8,0.8455943246644705,0.8455943246644705,0.999661495641897,positive
observed_Gamma_h_to_d,local_transfer,exploratory_mechanistic_decomposition,Zin_Mohm,impedance,8,-0.05073462894318411,0.05073462894318411,-0.36403880778267295,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,SMI,ratio,72,-0.9995498102771884,0.9995498102771884,-0.9989426464477386,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,Gamma_divider,analytic_divider,72,0.9995498102771884,0.9995498102771884,0.9994851908049938,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,R_neck_Mohm,component,72,-0.999485497459644,0.999485497459644,-0.9989446272375523,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,R_in_d_Mohm,component,72,0.1228053251012927,0.1228053251012927,0.19907480847090453,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,log10_R_neck_Mohm,component_log,72,-0.999485497459644,0.999485497459644,-0.9899602231110193,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,log10_R_in_d_Mohm,component_log,72,0.1228053251012927,0.1228053251012927,0.19908192778189504,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,Zin_Mohm,impedance,72,0.1228053251012927,0.1228053251012927,0.19908563571199442,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,Ztransfer_Mohm,impedance,72,0.1228053251012927,0.1228053251012927,0.1990853280526603,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,transfer_gain,impedance,72,0.1228053251012927,0.1228053251012927,0.19908938767583761,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,dynamic_SMI_abs,dynamic_ratio,72,-0.999485497459644,0.999485497459644,-0.9989439682296812,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenario_uncertainty,synaptic_conductance_scale,synaptic,72,-0.23924368126567627,0.23924368126567627,-0.18547556864080586,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,SMI,ratio,27,-0.8444318366114655,0.8444318366114655,-0.7231737854123367,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,Gamma_divider,analytic_divider,27,0.8444318366114655,0.8444318366114655,0.7228539040369859,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,R_neck_Mohm,component,27,-0.4551465905871698,0.4551465905871698,-0.23629672656676906,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,R_in_d_Mohm,component,27,0.8535247333498628,0.8535247333498628,0.9499244773900725,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,log10_R_neck_Mohm,component_log,27,-0.4551465905871698,0.4551465905871698,-0.23500386711696042,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,log10_R_in_d_Mohm,component_log,27,0.8535247333498628,0.8535247333498628,0.9499249190747926,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,Zin_Mohm,impedance,27,0.8535247333498628,0.8535247333498628,0.9499090171535316,positive
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,Ztransfer_Mohm,impedance,27,-0.6715231357973185,0.6715231357973185,-0.9498512238124248,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,transfer_gain,impedance,27,-0.6715231357973185,0.6715231357973185,-0.9499022514002158,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,dynamic_SMI_abs,dynamic_ratio,27,-0.8945961041329386,0.8945961041329386,-0.8475788851793755,negative
observed_Gamma_h_to_d,local_transfer,exploratory_scenarios,synaptic_conductance_scale,synaptic,27,-0.2057773611073928,0.2057773611073928,-0.03894625164671377,negative
observed_Gamma_h_to_d,local_transfer,fixed_load_geometry_sweep,SMI,ratio,400,-0.9999999999999999,0.9999999999999999,-0.7586190862304991,negative
observed_Gamma_h_to_d,local_transfer,fixed_load_geometry_sweep,Gamma_divider,analytic_divider,400,0.9999999999999999,0.9999999999999999,0.9416933060233759,positive
observed_Gamma_h_to_d,local_transfer,fixed_load_geometry_sweep,R_neck_Mohm,component,400,-0.9999999999999999,0.9999999999999999,-0.7586190862304983,negative
observed_Gamma_h_to_d,local_transfer,fixed_load_geometry_sweep,R_in_d_Mohm,component,400,,,2.9817150002298234e-17,undefined
observed_Gamma_h_to_d,local_transfer,fixed_load_geometry_sweep,log10_R_neck_Mohm,component_log,400,-0.9999999999999999,0.9999999999999999,-0.9494066669100885,negative
observed_Gamma_h_to_d,local_transfer,fixed_load_geometry_sweep,log10_R_in_d_Mohm,component_log,400,,,-2.9817150002298234e-17,undefined
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,SMI,ratio,192,-0.9145144670702673,0.9145144670702673,-0.9345248304079776,negative
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,Gamma_divider,analytic_divider,192,0.9145144670702673,0.9145144670702673,0.9376989694572462,positive
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,R_neck_Mohm,component,192,-0.9986503541765381,0.9986503541765381,-0.9948464053618121,negative
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,R_in_d_Mohm,component,192,0.02118741778404657,0.02118741778404657,0.041629935967443306,positive
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,log10_R_neck_Mohm,component_log,192,-0.9986503541765381,0.9986503541765381,-0.971979063442817,negative
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,log10_R_in_d_Mohm,component_log,192,0.02118741778404657,0.02118741778404657,0.041948910564121554,positive
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,Zin_Mohm,impedance,192,0.07094461707106886,0.07094461707106886,0.07168228414106294,positive
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,Ztransfer_Mohm,impedance,192,0.07959863278567944,0.07959863278567944,0.06470283097212555,positive
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,transfer_gain,impedance,192,0.07603800719777148,0.07603800719777148,0.0628006488658857,positive
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,dynamic_SMI_abs,dynamic_ratio,192,-0.9987385220482387,0.9987385220482387,-0.994813919020462,negative
observed_Gamma_h_to_d,local_transfer,global_uncertainty_N96,synaptic_conductance_scale,synaptic,192,0.04050974597442707,0.04050974597442707,0.0431388732298689,positive
observed_Gamma_h_to_d,local_transfer,matched_neck_heterogeneous_load,SMI,ratio,30,-1.0,1.0,-0.9837015643298349,negative
observed_Gamma_h_to_d,local_transfer,matched_neck_heterogeneous_load,Gamma_divider,analytic_divider,30,1.0,1.0,0.9942408780790538,positive
observed_Gamma_h_to_d,local_transfer,matched_neck_heterogeneous_load,R_neck_Mohm,component,30,,,,undefined
observed_Gamma_h_to_d,local_transfer,matched_neck_heterogeneous_load,R_in_d_Mohm,component,30,1.0,1.0,0.94745305097096,positive
observed_Gamma_h_to_d,local_transfer,matched_neck_heterogeneous_load,log10_R_neck_Mohm,component_log,30,,,,undefined
observed_Gamma_h_to_d,local_transfer,matched_neck_heterogeneous_load,log10_R_in_d_Mohm,component_log,30,1.0,1.0,0.9959103092544143,positive
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,SMI,ratio,24,-0.9423418891382008,0.9423418891382008,-0.853974330763304,negative
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,Gamma_divider,analytic_divider,24,0.9380069937059361,0.9380069937059361,0.8819412290004394,positive
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,R_neck_Mohm,component,24,-0.5802398188628642,0.5802398188628642,-0.4739045360067371,negative
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,R_in_d_Mohm,component,24,0.6065368689722637,0.6065368689722637,0.48116429652122134,positive
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,log10_R_neck_Mohm,component_log,24,-0.5802398188628642,0.5802398188628642,-0.5360176480566908,negative
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,log10_R_in_d_Mohm,component_log,24,0.6065368689722637,0.6065368689722637,0.5781204118828263,positive
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,Zin_Mohm,impedance,24,0.5943364147113274,0.5943364147113274,0.4928867106870413,positive
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,Ztransfer_Mohm,impedance,24,-0.19695019021225801,0.19695019021225801,-0.16163645376618244,negative
observed_Gamma_h_to_d,local_transfer,passive_morphology_challenge,transfer_gain,impedance,24,-0.5647067400776248,0.5647067400776248,-0.6449290452490992,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,SMI,ratio,384,-0.9331496879159836,0.9331496879159836,-0.928947241567422,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,Gamma_divider,analytic_divider,384,0.9331496879159836,0.9331496879159836,0.9344279404153725,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,R_neck_Mohm,component,384,-0.9991463411015881,0.9991463411015881,-0.9937627410872065,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,R_in_d_Mohm,component,384,-0.039812974939921766,0.039812974939921766,-0.054522670058655916,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,log10_R_neck_Mohm,component_log,384,-0.9991463411015881,0.9991463411015881,-0.9704456018075629,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,log10_R_in_d_Mohm,component_log,384,-0.039812974939921766,0.039812974939921766,-0.05115392452915666,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,Zin_Mohm,impedance,384,0.011207346723445064,0.011207346723445064,-0.00029599308181829426,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,Ztransfer_Mohm,impedance,384,0.06776331182723368,0.06776331182723368,0.06188472442820622,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,transfer_gain,impedance,384,0.06943629687006253,0.06943629687006253,0.06359718606582522,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,dynamic_SMI_abs,dynamic_ratio,384,-0.9992264511023722,0.9992264511023722,-0.9937773602269162,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N192,synaptic_conductance_scale,synaptic,384,-0.0066597266260265825,0.0066597266260265825,-0.014721529446993373,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,SMI,ratio,768,-0.9364966773876269,0.9364966773876269,-0.9266223653130575,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,Gamma_divider,analytic_divider,768,0.9364966773876269,0.9364966773876269,0.9334113800940155,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,R_neck_Mohm,component,768,-0.9989838027299878,0.9989838027299878,-0.9954446326945999,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,R_in_d_Mohm,component,768,0.08022103933165037,0.08022103933165037,0.0854594986548647,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,log10_R_neck_Mohm,component_log,768,-0.9989838027299878,0.9989838027299878,-0.9753492589735507,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,log10_R_in_d_Mohm,component_log,768,0.08022103933165037,0.08022103933165037,0.08430804236271364,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,Zin_Mohm,impedance,768,-0.0023466315656592305,0.0023466315656592305,0.017960244758520053,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,Ztransfer_Mohm,impedance,768,0.049901908882763996,0.049901908882763996,0.06757555318747668,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,transfer_gain,impedance,768,0.05210172696332598,0.05210172696332598,0.06892052232995598,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,dynamic_SMI_abs,dynamic_ratio,768,-0.9990747200668432,0.9990747200668432,-0.9954118778192149,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N384,synaptic_conductance_scale,synaptic,768,0.05172740820756561,0.05172740820756561,0.06851052453685043,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,SMI,ratio,1536,-0.9373234376097958,0.9373234376097958,-0.9246832661019008,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,Gamma_divider,analytic_divider,1536,0.9373234376097958,0.9373234376097958,0.932129940222338,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,R_neck_Mohm,component,1536,-0.9989840311307076,0.9989840311307076,-0.9947394099149147,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,R_in_d_Mohm,component,1536,0.02240860187594747,0.02240860187594747,0.0249878547901998,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,log10_R_neck_Mohm,component_log,1536,-0.9989840311307076,0.9989840311307076,-0.9750977880160998,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,log10_R_in_d_Mohm,component_log,1536,0.02240860187594747,0.02240860187594747,0.02391974085680985,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,Zin_Mohm,impedance,1536,0.001447487086706546,0.001447487086706546,-0.005598834080334752,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,Ztransfer_Mohm,impedance,1536,0.04136291224471213,0.04136291224471213,0.04740409180523593,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,transfer_gain,impedance,1536,0.04271360790847784,0.04271360790847784,0.04958719057145894,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,dynamic_SMI_abs,dynamic_ratio,1536,-0.9991071016071024,0.9991071016071024,-0.9949445010598175,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N768,synaptic_conductance_scale,synaptic,1536,-0.030058409169954614,0.030058409169954614,-0.01929264003934177,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,SMI,ratio,192,-0.9229039791697762,0.9229039791697762,-0.9334241334671105,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,Gamma_divider,analytic_divider,192,0.9229039791697762,0.9229039791697762,0.9438772617380478,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,R_neck_Mohm,component,192,-0.9967750913669067,0.9967750913669067,-0.9924397825951972,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,R_in_d_Mohm,component,192,0.13359467205830644,0.13359467205830644,0.1695714187634316,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,log10_R_neck_Mohm,component_log,192,-0.9967750913669067,0.9967750913669067,-0.9703849379958029,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,log10_R_in_d_Mohm,component_log,192,0.13359467205830644,0.13359467205830644,0.17701970486580987,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,Zin_Mohm,impedance,192,0.021529916054883427,0.021529916054883427,0.02624524959945888,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,Ztransfer_Mohm,impedance,192,0.03277810184068408,0.03277810184068408,0.012655627325530676,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,transfer_gain,impedance,192,0.028498568991217568,0.028498568991217568,0.01138945657870973,positive
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,dynamic_SMI_abs,dynamic_ratio,192,-0.9967988288708259,0.9967988288708259,-0.9927254096265095,negative
observed_Gamma_h_to_d,local_transfer,progressive_uncertainty_N96,synaptic_conductance_scale,synaptic,192,0.05929289371863865,0.05929289371863865,0.027286771667708477,positive
observed_Gamma_h_to_d,local_transfer,spatial_convergence,SMI,ratio,4,-1.0,1.0,-0.9998905134865244,negative
observed_Gamma_h_to_d,local_transfer,spatial_convergence,Gamma_divider,analytic_divider,4,1.0,1.0,0.9998784899394495,positive
observed_Gamma_h_to_d,local_transfer,spatial_convergence,R_in_d_Mohm,component,4,1.0,1.0,0.9994261196068744,positive
observed_Gamma_h_to_d,local_transfer,spatial_convergence,log10_R_in_d_Mohm,component_log,4,1.0,1.0,0.9997047207369008,positive
observed_Gamma_h_to_d,local_transfer,timestep_convergence_intermediate,SMI,ratio,4,,,,undefined
observed_Gamma_h_to_d,local_transfer,timestep_convergence_intermediate,Gamma_divider,analytic_divider,4,,,,undefined
residual,divider_residual,all_nonexploratory,SMI,ratio,3584,-0.7042189868178999,0.7042189868178999,-0.5236426521791475,negative
residual,divider_residual,all_nonexploratory,Gamma_divider,analytic_divider,3584,0.7042176413256893,0.7042176413256893,0.7075663023589313,positive
residual,divider_residual,all_nonexploratory,R_neck_Mohm,component,3576,-0.765229201874719,0.765229201874719,-0.43614657330505097,negative
residual,divider_residual,all_nonexploratory,R_in_d_Mohm,component,3580,-0.1694882611813145,0.1694882611813145,0.298804766094445,negative
residual,divider_residual,all_nonexploratory,log10_R_neck_Mohm,component_log,3576,-0.765229201874719,0.765229201874719,-0.5399098596353333,negative
residual,divider_residual,all_nonexploratory,log10_R_in_d_Mohm,component_log,3580,-0.1694882611813145,0.1694882611813145,0.38206763723198905,negative
residual,divider_residual,all_nonexploratory,Zin_Mohm,impedance,3143,0.2131154904516152,0.2131154904516152,0.0201782418163687,positive
residual,divider_residual,all_nonexploratory,Ztransfer_Mohm,impedance,3096,0.05787869747173174,0.05787869747173174,0.061496939526855886,positive
residual,divider_residual,all_nonexploratory,transfer_gain,impedance,3143,0.055782585217845904,0.055782585217845904,-0.15437667040963843,positive
residual,divider_residual,all_nonexploratory,dynamic_SMI_abs,dynamic_ratio,3072,-0.853168249141717,0.853168249141717,-0.8274787521874134,negative
residual,divider_residual,all_nonexploratory,synaptic_conductance_scale,synaptic,3072,0.05032620753214357,0.05032620753214357,0.05418874785960384,positive
residual,divider_residual,active_nonlinear_challenge,SMI,ratio,47,-0.5052958166084167,0.5052958166084167,-0.4338025853228667,negative
residual,divider_residual,active_nonlinear_challenge,Gamma_divider,analytic_divider,47,0.5052958166084167,0.5052958166084167,0.4608910293370626,positive
residual,divider_residual,active_nonlinear_challenge,R_neck_Mohm,component,47,-0.26855026492709383,0.26855026492709383,-0.08947365108193453,negative
residual,divider_residual,active_nonlinear_challenge,R_in_d_Mohm,component,47,0.5287769805979102,0.5287769805979102,0.6200183893046349,positive
residual,divider_residual,active_nonlinear_challenge,log10_R_neck_Mohm,component_log,47,-0.26855026492709383,0.26855026492709383,-0.17358738380454866,negative
residual,divider_residual,active_nonlinear_challenge,log10_R_in_d_Mohm,component_log,47,0.5287769805979102,0.5287769805979102,0.6521497065360002,positive
residual,divider_residual,active_nonlinear_challenge,Zin_Mohm,impedance,47,0.7663306990029615,0.7663306990029615,0.7631140563772206,positive
residual,divider_residual,active_nonlinear_challenge,transfer_gain,impedance,47,-0.7663306990029615,0.7663306990029615,-0.8321512905825478,negative
residual,divider_residual,baseline_reference_targets,SMI,ratio,3,-1.0,1.0,-0.9317816958404493,negative
residual,divider_residual,baseline_reference_targets,Gamma_divider,analytic_divider,3,1.0,1.0,0.9592027777720968,positive
residual,divider_residual,baseline_reference_targets,R_neck_Mohm,component,3,-1.0,1.0,-0.9317816958404493,negative
residual,divider_residual,baseline_reference_targets,R_in_d_Mohm,component,3,,,,undefined
residual,divider_residual,baseline_reference_targets,log10_R_neck_Mohm,component_log,3,-1.0,1.0,-0.9956296052395935,negative
residual,divider_residual,baseline_reference_targets,log10_R_in_d_Mohm,component_log,3,,,,undefined
residual,divider_residual,exploratory_matched_baseline_comparisons,SMI,ratio,27,-0.16206917199245188,0.16206917199245188,-0.5118478297700142,negative
residual,divider_residual,exploratory_matched_baseline_comparisons,Gamma_divider,analytic_divider,27,0.16206917199245188,0.16206917199245188,0.5113931001344142,positive
residual,divider_residual,exploratory_matched_baseline_comparisons,R_neck_Mohm,component,27,0.276807902448447,0.276807902448447,0.03233656467000419,positive
residual,divider_residual,exploratory_matched_baseline_comparisons,R_in_d_Mohm,component,27,0.6903508872682713,0.6903508872682713,0.9765226114567258,positive
residual,divider_residual,exploratory_matched_baseline_comparisons,log10_R_neck_Mohm,component_log,27,0.276807902448447,0.276807902448447,0.03179109997983228,positive
residual,divider_residual,exploratory_matched_baseline_comparisons,log10_R_in_d_Mohm,component_log,27,0.6903508872682713,0.6903508872682713,0.9765264331133736,positive
residual,divider_residual,exploratory_mechanistic_decomposition,SMI,ratio,8,-0.7637626158259734,0.7637626158259734,-0.9978190326303658,negative
residual,divider_residual,exploratory_mechanistic_decomposition,Gamma_divider,analytic_divider,8,0.7637626158259734,0.7637626158259734,0.9978192176663621,positive
residual,divider_residual,exploratory_mechanistic_decomposition,Zin_Mohm,impedance,8,-0.11415291512216423,0.11415291512216423,-0.34583000355836485,negative
residual,divider_residual,exploratory_scenario_uncertainty,SMI,ratio,72,-0.9971380796192681,0.9971380796192681,-0.995689445911383,negative
residual,divider_residual,exploratory_scenario_uncertainty,Gamma_divider,analytic_divider,72,0.9971380796192681,0.9971380796192681,0.9967260811758444,positive
residual,divider_residual,exploratory_scenario_uncertainty,R_neck_Mohm,component,72,-0.9969451411666346,0.9969451411666346,-0.9956933985670698,negative
residual,divider_residual,exploratory_scenario_uncertainty,R_in_d_Mohm,component,72,0.1239307994083221,0.1239307994083221,0.1916139788692869,positive
residual,divider_residual,exploratory_scenario_uncertainty,log10_R_neck_Mohm,component_log,72,-0.9969451411666346,0.9969451411666346,-0.9907116381877707,negative
residual,divider_residual,exploratory_scenario_uncertainty,log10_R_in_d_Mohm,component_log,72,0.1239307994083221,0.1239307994083221,0.1916208216384515,positive
residual,divider_residual,exploratory_scenario_uncertainty,Zin_Mohm,impedance,72,0.1239307994083221,0.1239307994083221,0.19162438553918376,positive
residual,divider_residual,exploratory_scenario_uncertainty,Ztransfer_Mohm,impedance,72,0.1239307994083221,0.1239307994083221,0.19162408983005239,positive
residual,divider_residual,exploratory_scenario_uncertainty,transfer_gain,impedance,72,0.1239307994083221,0.1239307994083221,0.19162799177044904,positive
residual,divider_residual,exploratory_scenario_uncertainty,dynamic_SMI_abs,dynamic_ratio,72,-0.9969451411666346,0.9969451411666346,-0.9956920801229322,negative
residual,divider_residual,exploratory_scenario_uncertainty,synaptic_conductance_scale,synaptic,72,-0.20538298282847775,0.20538298282847775,-0.14873764197723455,negative
residual,divider_residual,exploratory_scenarios,SMI,ratio,27,-0.16206917199245188,0.16206917199245188,-0.5118478297700142,negative
residual,divider_residual,exploratory_scenarios,Gamma_divider,analytic_divider,27,0.16206917199245188,0.16206917199245188,0.5113931001344142,positive
residual,divider_residual,exploratory_scenarios,R_neck_Mohm,component,27,0.276807902448447,0.276807902448447,0.03233656467000419,positive
